theme,video_short,video_id,video,comment_index,comment,source_file,manual_7_emotion,manual_3_sentiment,label_notes,annotation_source
anger_brand_crisis_more,anger_brand_crisis,WEw-GjTriIo,https://www.youtube.com/watch?v=WEw-GjTriIo,92,I and my family...will NEVER fly united again. the worst ....just absolutely unacceptable,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Strong language expressing frustration and vow to avoid United Airlines.,deepseek_v4pro_ai_labeling
automotive_brand_ad,automotive_brand_ad,M7FIvfx5J10,https://www.youtube.com/watch?v=M7FIvfx5J10,65,watching in Apr 2026. searched for it again. i do it every year. goose bumps each time!,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses nostalgic joy and excitement from annual tradition.,deepseek_v4pro_ai_labeling
movie_trailer_joy,movie_trailer_joy,LEjhY15eCx0,https://www.youtube.com/watch?v=LEjhY15eCx0,60,"1:24 ""not like this is going to haunt us for the rest of our lives"".... Bro, as a teenager... I couldnt relate more",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Relatable humor about teenage worries, expressed with amusement.",deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,75,😬 yikes this explains why I don’t eat fast food anymore.. you never know what them ppl doing to the food 🤢🤢🤢🤮😮‍💨,youtube_domain_training_comments_8000_unlabeled.csv,disgust,negative,Expresses disgust and revulsion towards fast food preparation.,deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,dhBxrfETXJA,https://www.youtube.com/watch?v=dhBxrfETXJA,86,"""Sorry sir you can't camera for me!""😂😂😂😂😂😂😂😂 Sorry y'all, couldn't resist!!",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter emojis and playful tone indicate amusement and joy.,deepseek_v4pro_ai_labeling
tech_brand_story,tech_brand_story,nnsSUqgkDwU,https://www.youtube.com/watch?v=nnsSUqgkDwU,140,I cry every time I Watch this,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses sadness from crying repeatedly.,deepseek_v4pro_ai_labeling
tech_product_launch,tech_product_launch,n6pqGoXWZzo,https://www.youtube.com/watch?v=n6pqGoXWZzo,35,Bro scared me into thinking i missed the launch event...,youtube_domain_training_comments_8000_unlabeled.csv,surprise,negative,Comment expresses being scared and thinking they missed an event.,deepseek_v4pro_ai_labeling
tech_brand_story,tech_brand_story,nnsSUqgkDwU,https://www.youtube.com/watch?v=nnsSUqgkDwU,78,Best love story ever,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses strong positive appreciation for a love story.,deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,yJTaGf5zURQ,https://www.youtube.com/watch?v=yJTaGf5zURQ,145,United-We beat you. Not our competitors.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses pride and triumph over competitors.,deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,iVrQqWIs6ZE,https://www.youtube.com/watch?v=iVrQqWIs6ZE,43,"This always get me emotional, you never know what one kind gesture can do for someone. Your act of generosity could inspire and change someone's life. This message is powerful",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses appreciation for kindness and its positive impact.,deepseek_v4pro_ai_labeling
beauty_brand_campaign,beauty_brand_campaign,z2T-Rh838GA,https://www.youtube.com/watch?v=z2T-Rh838GA,91,"It makes me cry... thinking about my daughter, and myself to be honest. Just sad. I do hope things/perspective/influence will change...",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses sadness and personal grief about daughter and self.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,LMWwImDX3ks,https://www.youtube.com/watch?v=LMWwImDX3ks,163,as solid as his government policies,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Sarcastic criticism implying weak or ineffective policies.,deepseek_v4pro_ai_labeling
sadness_brand_story,sadness_brand_story,YvYGO4o334I,https://www.youtube.com/watch?v=YvYGO4o334I,9,This gotta be the funniest ad I’ve seen. First time I’m willingly watching an ad 😭,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Finds ad funny and watches willingly, laughing emoji indicates joy.",deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,8lXBs2Wy1OU,https://www.youtube.com/watch?v=8lXBs2Wy1OU,213,They really are SHAVING DOWN THEIR INCOME,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Sarcastic criticism implying unfair reduction of income.,deepseek_v4pro_ai_labeling
surprise_product_launch_more,tech_product_launch,Btf4mN37OsU,https://www.youtube.com/watch?v=Btf4mN37OsU,124,Hard Pass 😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,negative,"Laughter emoji indicates amusement, but 'Hard Pass' shows rejection.",deepseek_v4pro_ai_labeling
disgust_brand_crisis_more,brand_crisis_negative,tHn5bOBoEMI,https://www.youtube.com/watch?v=tHn5bOBoEMI,134,Wow I didn't know there were that many platforms,youtube_domain_training_comments_8000_unlabeled.csv,surprise,neutral,Expresses surprise at the number of platforms.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,X4k12miYJ4M,https://www.youtube.com/watch?v=X4k12miYJ4M,69,i hate seeing this bc my mom and dad smoke and i am sad to see this and i want to stop them😢,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses sadness and concern about parents smoking.,deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,14,This made me cry,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses sadness from crying.,deepseek_v4pro_ai_labeling
gaming_product_launch,gaming_product_launch,RkC0l4iekYo,https://www.youtube.com/watch?v=RkC0l4iekYo,138,The greatest console trailer ever made,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses strong admiration and excitement for the trailer.,deepseek_v4pro_ai_labeling
anger_customer_service_more,anger_customer_service,-LZ_a5TER_0,https://www.youtube.com/watch?v=-LZ_a5TER_0,223,I have noticed a spike in Meshtastic nodes coming online since Verizon shit the bed,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses satisfaction at Meshtastic growth due to Verizon's failure.,deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,28,“Drying lamp under foot heat lamps” ??? What?? 🤨 I swear mfs don’t proofread anymore,youtube_domain_training_comments_8000_unlabeled.csv,neutral,negative,Expresses confusion and frustration about lack of proofreading.,deepseek_v4pro_ai_labeling
anger_brand_crisis,anger_brand_crisis,VrDWY6C1178,https://www.youtube.com/watch?v=VrDWY6C1178,139,"First of all, CONGRATULATION to the guy who stood up and at least aired his opinion. Other passengers just kept their mouths shut, at least on the video that I have seen. I understand, that this guy is going to be sued now? I am not a rich man, far from it but if I was, I would hire him a good attorney and give him $ 20,000 for his trouble. United States need men like he is. I must state that many people are afraid to open their mouths more than the people were in communist Eastern Europe from where I have escaped decades ago. How sad! :(",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Expresses disappointment and sadness about societal fear, ending with a sad emoji.",deepseek_v4pro_ai_labeling
anger_customer_service_more,anger_customer_service,T8ClHGY08jc,https://www.youtube.com/watch?v=T8ClHGY08jc,182,At least half the country has no phone service but they will keep saying thousands because the news likes to look stupid 😂,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Frustration with news exaggeration, sarcastic tone with laughing emoji.",deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,O15dxrBNuAQ,https://www.youtube.com/watch?v=O15dxrBNuAQ,231,Be good for you son😢,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Crying emoji indicates sadness, comment expresses concern.",deepseek_v4pro_ai_labeling
app_brand_campaign,app_brand_campaign,Ew4kM1FmM8o,https://www.youtube.com/watch?v=Ew4kM1FmM8o,17,I just want an animated series already 😭🙏,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses longing and frustration with crying emoji.,deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,O15dxrBNuAQ,https://www.youtube.com/watch?v=O15dxrBNuAQ,25,These Asian commercials/shortvideos/... are always so sad :( but beautiful.,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Expresses sadness about the content, despite acknowledging beauty.",deepseek_v4pro_ai_labeling
fear_public_safety_more,fear_public_safety,3Twl1soaBJM,https://www.youtube.com/watch?v=3Twl1soaBJM,90,"I tired this while driving. It works. almost felt real, like my ribs shattered.",youtube_domain_training_comments_8000_unlabeled.csv,surprise,negative,Unexpected dangerous activity with negative physical consequence.,deepseek_v4pro_ai_labeling
gaming_product_launch,gaming_product_launch,RkC0l4iekYo,https://www.youtube.com/watch?v=RkC0l4iekYo,102,"In the next 20 minutes *""10 things you missed in the Ps5 reveal trailer""*",youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,"Informational comment about upcoming content, no emotion.",deepseek_v4pro_ai_labeling
fear_public_safety_more,fear_public_safety,vvXXzHSPu10,https://www.youtube.com/watch?v=vvXXzHSPu10,27,I'm a dumbass thug,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Self-deprecating language with aggressive tone.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,X4k12miYJ4M,https://www.youtube.com/watch?v=X4k12miYJ4M,26,"This is exactly how my grandmother looked and sounded right before she passed away in 2017 at the age of 57 from esophageal cancer, which turned into severe lung cancer. She was a chainsmoker for 44 years, and she could never beat the addiction. Her last words were “I need a cigarette, give me a f*cking cigarette”, after she was repeatedly denied cigarettes on her death bed. If stories like this can’t convince kids and teenagers to quit smoking, or stop them from starting in the first place, I don’t think anything can.",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Personal story of loss and addiction evokes deep sadness.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,udxR5rBq_Vg,https://www.youtube.com/watch?v=udxR5rBq_Vg,209,Kid: how many dot to dot drawings u want? Elon: yes,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Humorous meme format about Elon Musk's ambition.,deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,67,I hope this manager got fired soon as corporate seen this video,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Expresses desire for someone to be fired, indicating anger.",deepseek_v4pro_ai_labeling
beauty_brand_campaign,beauty_brand_campaign,z2T-Rh838GA,https://www.youtube.com/watch?v=z2T-Rh838GA,52,"When I was 13 and I posted a photo on Instagram where I was without makeup, girls and even boys laughed at me because I had acne, thick eyebrows and a big nose. After that, I began to makeup a lot and process photos, and then everyone immediately began to write that I had become so prettier and, in general, I had a model face. But my face was absolutely the same. Now I am 20 and I, despite the fact that I still sometimes makeup for different looks, I fell in love with myself for who I am and now I calmly go out into the street without makeup without being ashamed of it. Girls, we know we are beautiful! 💕 And if someone tells you that you are ugly, then most likely they themselves are hiding behind thousands of filters and layers of makeup, or just toxic people.",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Ending with self-love and empowerment, despite past hurt.",deepseek_v4pro_ai_labeling
surprise_launch_reaction,surprise_launch_reaction,4qGw9WH4Xj8,https://www.youtube.com/watch?v=4qGw9WH4Xj8,54,"This true! I ask chat to refrain from using woke terms like “assign at birth” it refuses to do so, But when I ask Chat the same thing it complied Gemini is woke trash not AI",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses frustration and anger towards Gemini for being 'woke trash'.,deepseek_v4pro_ai_labeling
automotive_controversy,automotive_controversy,ro262oyhZAI,https://www.youtube.com/watch?v=ro262oyhZAI,60,"Scotty, at the 11:30 mark, it looks like you got the British version of the CyberTruk, with the driver on the right side!",youtube_domain_training_comments_8000_unlabeled.csv,surprise,neutral,"Commenter notices a detail, expressing mild surprise without strong positive or negative tone.",deepseek_v4pro_ai_labeling
fear_public_safety_more,fear_public_safety,3Twl1soaBJM,https://www.youtube.com/watch?v=3Twl1soaBJM,179,"Fun fact, I actually was in a car accident with my mom and we both survived",youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,Factual statement about a past event with no emotional tone.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,EkkOTplBCmA,https://www.youtube.com/watch?v=EkkOTplBCmA,14,"The people who are against anti-smoking ads bc they're ""too scary"" need to get a grip. They're SUPPOSED to be scary. They're INTENDED to stop people from smoking. If they weren't that influential then they would be completely pointless. I get it, though. I really do. I saw one of Terrie's PSAs at a very young age and had nightmares for days. But I think it's a sacrifice worth making, if it means helping people get motivation to quit.",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Frustration with critics of anti-smoking ads, but acknowledges personal impact.",deepseek_v4pro_ai_labeling
classic_brand_ad,classic_brand_ad,owGykVbfgUE,https://www.youtube.com/watch?v=owGykVbfgUE,61,My all time favorite Super Bowl commercial right here!,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses strong positive feeling and nostalgia for a favorite commercial.,deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,74,"Way to go, David! We are very encouraged that you have decided to quit smoking and using tobacco and have taken all the right steps to help you succeed. We know it’s not easy, but you can do it and begin to enjoy the benefits of a healthier, happier lifestyle.",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Expresses encouragement and support for quitting smoking, conveying happiness and optimism.",deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,120,"RIP, Terrie!",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses grief and loss for someone named Terrie.,deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,xPGCrRRFWBk,https://www.youtube.com/watch?v=xPGCrRRFWBk,104,"Buddy has a good attitude, the owner had no idea what was going on in there or he did and didn’t care 😂",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Amused by the buddy's attitude and owner's cluelessness, laughing emoji.",deepseek_v4pro_ai_labeling
food_beverage_ad,food_beverage_ad,Yy6fByUmPuE,https://www.youtube.com/watch?v=Yy6fByUmPuE,129,"God, I could go for a cold pepsi right now",youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,"Expresses a casual desire, no strong emotion.",deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,WEw-GjTriIo,https://www.youtube.com/watch?v=WEw-GjTriIo,22,That is so unethical the way they treated that passenger. Also their reason to have their employees on board for last minute decision is just ridiculous.,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses strong disapproval of unethical treatment and ridiculous reasoning.,deepseek_v4pro_ai_labeling
movie_trailer_joy,movie_trailer_joy,LEjhY15eCx0,https://www.youtube.com/watch?v=LEjhY15eCx0,64,Always feeling empty Because she’s so cute,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Expresses emptiness despite cuteness, implying unfulfilled longing.",deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,IJlIcK-gbLE,https://www.youtube.com/watch?v=IJlIcK-gbLE,85,"No, vape liquid doesn't contain any of that. *Black market disposables and liquids do, which is why people should either mix their own or buy from a reputable source.* Stop spreading misinformation about a safe alternative for smokers who want to quit.",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Correcting misinformation with frustration, defending vaping as safe alternative.",deepseek_v4pro_ai_labeling
fear_public_safety,fear_public_safety,O8MQV40pOtk,https://www.youtube.com/watch?v=O8MQV40pOtk,14,I've got hit a few times by people texting and driving. Once or Twice when I was walking. And once sitting at a Stop Light 🚦 by a young kid who forgot to look up. And another time or two. But don't remember all the details any more. But still suffer from all the injuries.,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Recounts past accidents and ongoing suffering from injuries.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,udxR5rBq_Vg,https://www.youtube.com/watch?v=udxR5rBq_Vg,10,Plot twist: They did it on purpose and now everyone's talking about it,youtube_domain_training_comments_8000_unlabeled.csv,surprise,neutral,"Unexpected plot twist revelation, but tone is neutral and analytical.",deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,EkkOTplBCmA,https://www.youtube.com/watch?v=EkkOTplBCmA,227,"Bless Terrie, 16 years with a sore throat, mouth cancer, and still choosing to smoke right up to her larynx being removed (and even trying after the fact ) is a different kind of stubborn.",youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses pity and concern for Terrie's suffering and stubbornness.,deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,-4Qa9ZXTg2g,https://www.youtube.com/watch?v=-4Qa9ZXTg2g,140,I’m a dude and I’ve been groped like 3 times at school and I’m not crying about it’s not right but geez it’s not that big of a deal to make a war on men about,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Dismisses sexual assault, shows frustration with perceived overreaction.",deepseek_v4pro_ai_labeling
entertainment_fandom,entertainment_fandom,TcMBFSGVi1c,https://www.youtube.com/watch?v=TcMBFSGVi1c,46,They better hit that shawarma restaurant one last time before the film ends.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Lighthearted wish for a fun moment before movie ends.,deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,yJTaGf5zURQ,https://www.youtube.com/watch?v=yJTaGf5zURQ,59,"""Drag me outside, how bow dah""",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Humorous reference to a meme, playful tone.",deepseek_v4pro_ai_labeling
classic_brand_ad,classic_brand_ad,owGykVbfgUE,https://www.youtube.com/watch?v=owGykVbfgUE,99,"It felt like those pay attention to the pen, focus on my finger, focus on my nose ASMR vids. Guided relaxation ASMR. As I was following the instructions!",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Commenter expresses enjoyment and amusement recalling ASMR videos.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,EkkOTplBCmA,https://www.youtube.com/watch?v=EkkOTplBCmA,249,"I remember seeing these stop smoking ads when I was around 9 and ever since im terrified of smoking. Safe to say, fear does prevent people from smoking.",youtube_domain_training_comments_8000_unlabeled.csv,fear,negative,Comment explicitly states being terrified of smoking due to ads.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,udxR5rBq_Vg,https://www.youtube.com/watch?v=udxR5rBq_Vg,229,CyberJunk 😂😂😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter emojis indicate amusement and joy.,deepseek_v4pro_ai_labeling
food_beverage_ad,food_beverage_ad,Yy6fByUmPuE,https://www.youtube.com/watch?v=Yy6fByUmPuE,96,The best thing about this ad is the title,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Sarcastic praise for the ad's title.,deepseek_v4pro_ai_labeling
fear_health_warning,fear_health_warning,5zWB4dLYChM,https://www.youtube.com/watch?v=5zWB4dLYChM,19,My mum smokes and I told her about this video and as I was saying about it I didn't realise that I burst into tears. This woman broke my heart and I pray for her. If my mum ever went away I wouldn't be able to cope with anything and I would always be depressed. She said she is trying to stop and I really hope she does...,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,"Commenter cries and expresses deep fear of losing mother, showing sadness.",deepseek_v4pro_ai_labeling
disgust_brand_crisis_more,brand_crisis_negative,kQg2LMmpPn8,https://www.youtube.com/watch?v=kQg2LMmpPn8,248,You know what I just realized how do y'all find out if someone is a bot like you see just a girl face and you guess bot but if you see another girl face it's not a bot like do y'all look at their profile?....,youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,"Expresses curiosity about identifying bots, no strong emotion.",deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,yJTaGf5zURQ,https://www.youtube.com/watch?v=yJTaGf5zURQ,156,a summery of the United airlines,youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,Factual statement with no emotional tone.,deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,liPlJ_ynd_Q,https://www.youtube.com/watch?v=liPlJ_ynd_Q,78,Whats wrong with the ad?,youtube_domain_training_comments_8000_unlabeled.csv,neutral,neutral,"Asking a factual question about an ad, no strong emotion.",deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,IJlIcK-gbLE,https://www.youtube.com/watch?v=IJlIcK-gbLE,54,Should i just smoke then because addiction is ugly and i need something,youtube_domain_training_comments_8000_unlabeled.csv,sadness,negative,Expresses despair and resignation about addiction.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,IJlIcK-gbLE,https://www.youtube.com/watch?v=IJlIcK-gbLE,15,Spent 20 dollars on sum u gotta finish it 😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter emoji indicates amusement despite spending money.,deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,152,Shorty got Back tho 😂😂😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter and playful appreciation of a song reference.,deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,uaWA2GbcnJU,https://www.youtube.com/watch?v=uaWA2GbcnJU,96,It's one of the most beautiful things I have ever seen. That little girl in uniform is enough to make a grown man cry,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Expresses deep admiration and emotional beauty, evoking tears of joy.",deepseek_v4pro_ai_labeling
anger_brand_crisis,anger_brand_crisis,VrDWY6C1178,https://www.youtube.com/watch?v=VrDWY6C1178,143,I want them to try and drag out some guy with the skills of John Wick.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Excited anticipation for skilled action.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,_Cd2WIxKRDk,https://www.youtube.com/watch?v=_Cd2WIxKRDk,233,1:25 shaking with fear,youtube_domain_training_comments_8000_unlabeled.csv,fear,negative,"Explicitly mentions shaking with fear, indicating fear.",deepseek_v4pro_ai_labeling
streaming_trailer_reaction,streaming_trailer_reaction,Di310WS8zLk,https://www.youtube.com/watch?v=Di310WS8zLk,50,"Love the fact that Wednesday is really good at fencing due to her father, Gomez, most likely throwing a fence at her randomly and being like ""FENCING TIME!""",youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Humorous appreciation of a character's backstory, expressing amusement and fondness.",deepseek_v4pro_ai_labeling
gaming_product_launch,gaming_product_launch,RkC0l4iekYo,https://www.youtube.com/watch?v=RkC0l4iekYo,17,Everyone- So what’s the price Trailer- *Flying Triangles and Squares as music intensifies*,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Humorous exaggeration about trailer's dramatic music and visuals.,deepseek_v4pro_ai_labeling
anger_customer_service,anger_customer_service,MUo3n8QSQLE,https://www.youtube.com/watch?v=MUo3n8QSQLE,76,Verizon sucks. This is the second time for me. Im switching providers,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses frustration and dissatisfaction with service provider.,deepseek_v4pro_ai_labeling
anger_brand_crisis_more,anger_brand_crisis,WEw-GjTriIo,https://www.youtube.com/watch?v=WEw-GjTriIo,249,Apparently dragged off flight? 🤔,youtube_domain_training_comments_8000_unlabeled.csv,surprise,neutral,Expresses confusion and questioning about an event.,deepseek_v4pro_ai_labeling
disgust_food_safety_more,disgust_food_safety,dhBxrfETXJA,https://www.youtube.com/watch?v=dhBxrfETXJA,153,Praud moment for India😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,"Expresses pride with a laughing emoji, indicating joy.",deepseek_v4pro_ai_labeling
gaming_product_launch,gaming_product_launch,RkC0l4iekYo,https://www.youtube.com/watch?v=RkC0l4iekYo,20,"it's crazy that it's now 4 years that this was been released, and now we have the PRO that everyone hates because there is no disc drive.",youtube_domain_training_comments_8000_unlabeled.csv,surprise,negative,Expresses disbelief at time passing and negative view of new product lacking disc drive.,deepseek_v4pro_ai_labeling
brand_crisis_negative,brand_crisis_negative,JVxCp22WatU,https://www.youtube.com/watch?v=JVxCp22WatU,5,Not just any McDonald’s worker… a McDonald’s manager 😂😂😂,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Laughter emojis and playful tone indicate amusement.,deepseek_v4pro_ai_labeling
fear_health_warning_more,fear_health_warning,IJlIcK-gbLE,https://www.youtube.com/watch?v=IJlIcK-gbLE,84,i will stop vaping when people stop commenting on me smelling like mmj 😂 my digestive tract doesn't really break down cannabinoids,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Uses laughing emoji and humorous tone about vaping.,deepseek_v4pro_ai_labeling
app_brand_campaign,app_brand_campaign,Ew4kM1FmM8o,https://www.youtube.com/watch?v=Ew4kM1FmM8o,48,Doulingo has the most creative marketing team IN ZA WÖRLT 👹,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses admiration and amusement for Duolingo's marketing creativity.,deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,uaWA2GbcnJU,https://www.youtube.com/watch?v=uaWA2GbcnJU,89,The kindness you put into the world always finds its way back to you.❤,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses warmth and positivity about kindness returning.,deepseek_v4pro_ai_labeling
controversial_brand_purpose,controversial_brand_purpose,UYaY2Kb_PKI,https://www.youtube.com/watch?v=UYaY2Kb_PKI,132,I haven't bought a single Proctor and Gamble product since thts ad dropped.,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Expresses boycott due to ad, implying strong disapproval.",deepseek_v4pro_ai_labeling
streaming_trailer_reaction,streaming_trailer_reaction,Di310WS8zLk,https://www.youtube.com/watch?v=Di310WS8zLk,30,I have a good feeling about this. She’s great for the role,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses optimism and approval about the casting.,deepseek_v4pro_ai_labeling
surprise_product_fail_more,surprise_product_fail,_Cd2WIxKRDk,https://www.youtube.com/watch?v=_Cd2WIxKRDk,13,I guess you could say Note 7s had an explosive performance.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Sarcastic humor about Note 7 battery explosions.,deepseek_v4pro_ai_labeling
sadness_brand_story,sadness_brand_story,YvYGO4o334I,https://www.youtube.com/watch?v=YvYGO4o334I,128,Horrible ad.,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,Expresses strong dislike for the ad.,deepseek_v4pro_ai_labeling
disgust_brand_crisis_more,brand_crisis_negative,kQg2LMmpPn8,https://www.youtube.com/watch?v=kQg2LMmpPn8,33,SHE DID THAT SHIT ON PURPOSE 😡,youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Explicit anger with angry emoji, accusing intentional action.",deepseek_v4pro_ai_labeling
sadness_psa_more,sadness_psa,uaWA2GbcnJU,https://www.youtube.com/watch?v=uaWA2GbcnJU,212,Do good for others Eventually in the end it's come back to you.,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Encourages kindness with optimistic expectation of reciprocity.,deepseek_v4pro_ai_labeling
automotive_controversy,automotive_controversy,ro262oyhZAI,https://www.youtube.com/watch?v=ro262oyhZAI,90,Thank you 🙏 Scotty!,youtube_domain_training_comments_8000_unlabeled.csv,joy,positive,Expresses gratitude and appreciation with a thankful emoji.,deepseek_v4pro_ai_labeling
anger_brand_backlash,disgust_brand_backlash,MGxpkIK2lVs,https://www.youtube.com/watch?v=MGxpkIK2lVs,73,"Where is Raekwon? Bring Raekwon, bring him with Ghost.",youtube_domain_training_comments_8000_unlabeled.csv,anger,negative,"Demanding presence of specific artists, implying dissatisfaction with absence.",deepseek_v4pro_ai_labeling
